name,entity_type
Jeunes Volontaires pour l'Environnement,Non-governmental organizations
Johns Hopkins University,Non-governmental organizations
"Jubilee South Asia Pacific Movement, Inc.",Non-governmental organizations
"Kadikoyu Friends of Science, Culture and Art Association",Non-governmental organizations
Kansai Economic Federation,Non-governmental organizations
Keidanren,Non-governmental organizations
Kejibaus Youth Development Initiative,Non-governmental organizations
Keren Kayemet LeIsrael/The Jewish National Fund,Non-governmental organizations
KfW,Non-governmental organizations
Khazer Ecological and Cultural NGO,Non-governmental organizations
Kiko Network,Non-governmental organizations
"King's College, School of Law",Non-governmental organizations
KlimAktiv,Non-governmental organizations
Konrad-Adenauer Foundation,Non-governmental organizations
Korea Chamber of Commerce and Industry,Non-governmental organizations
Korea Green Foundation,Non-governmental organizations
Korea University,Non-governmental organizations
Korean Business Council for Sustainable Development,Non-governmental organizations
Korean Standards,Non-governmental organizations
"Krasnoyarsk regional public ecological movement ""Friends of the Siberian Forests""",Non-governmental organizations
Kyoto Club,Non-governmental organizations
"Kyoto University, Institute of Economic Research",Non-governmental organizations
"Labour, Health and Human Rights Development Center",Non-governmental organizations
Latin American Section of the American Nuclear Society,Non-governmental organizations
Leadership for Environment and Development,Non-governmental organizations
Leadership for Environment and Development International,Non-governmental organizations
League of Women Voters of the United States,Non-governmental organizations
Legambiente - League of Environment,Non-governmental organizations
Libyan Wildlife Trust,Non-governmental organizations
LIFE e.V.,Non-governmental organizations
Lombardy Foundation for the Environment / Fondazione Lombardia per l'Ambiente,Non-governmental organizations
London School of Economics and Political Science,Non-governmental organizations
Lund University,Non-governmental organizations
Macalester College,Non-governmental organizations
Marmara University,Non-governmental organizations
Mary Robinson Foundation - Climate Justice,Non-governmental organizations
Maryknoll Fathers and Brothers,Non-governmental organizations
Massachusetts Institute of Technology,Non-governmental organizations
Mediators Beyond Borders International,Non-governmental organizations
Meridian Institute,Non-governmental organizations
Met Office Hadley Center,Non-governmental organizations
Michael Succow Foundation for the Protection of Nature,Non-governmental organizations
"MISEREOR, German Catholic Bishops' Organisation for Development Cooperation",Non-governmental organizations
Mom Loves Taiwan Association,Non-governmental organizations
Monash University,Non-governmental organizations
Moravian College,Non-governmental organizations
Mountain and Glacier Protection Organization,Non-governmental organizations
"Mountain Institute, Inc.",Non-governmental organizations
Movement Strategy Center,Non-governmental organizations
Munich Climate Insurance Initiative,Non-governmental organizations
Munich Re Foundation,Non-governmental organizations
Münster University,Non-governmental organizations
Nagoya University,Non-governmental organizations
National Association for the Advancement of Colored People,Non-governmental organizations
"National Council for Climate Change, Sustainable Development and Public Leadership",Non-governmental organizations
National Ecological Centre of Ukraine,Non-governmental organizations
National Institute for Environmental Studies,Non-governmental organizations
National Institute of Public Health and the Environment,Non-governmental organizations
National University of Singapore,Non-governmental organizations
National Wildlife Federation,Non-governmental organizations
National Youth Achievement Award Association,Non-governmental organizations
Native American Rights Fund,Non-governmental organizations
Natural Resources Defense Council,Non-governmental organizations
Nature and Biodiversity Conservation Union,Non-governmental organizations
Nature and Life Foundation,Non-governmental organizations
Naturefriends International,Non-governmental organizations
Neighbour Organization Nepal,Non-governmental organizations
Neongreen Network,Non-governmental organizations
Nepal Federation of Indigenous Nationalities,Non-governmental organizations
Network of Regional Governments for Sustainable Development,Non-governmental organizations
Network Peace Integration and Development,Non-governmental organizations
New Energy and Industrial Technology Development Organization,Non-governmental organizations
New Venture Fund,Non-governmental organizations
New York University,Non-governmental organizations
New Zealand Youth Delegation Incorporated,Non-governmental organizations
Nexus Carbon for Development Limited,Non-governmental organizations
NFD Centre for Environment Education,Non-governmental organizations
"NGO Committee on the Status of Women, NY, Inc.",Non-governmental organizations
Non-Timber Forest Products-Exchange Programme Incorporated,Non-governmental organizations
Nordic Folkecenter for Renewable Energy,Non-governmental organizations
"North American Energy Standards Board, Inc.",Non-governmental organizations
Northeastern University,Non-governmental organizations
Norwegian Confederation of Trade Unions,Non-governmental organizations
Norwegian Forum for Environment and Development,Non-governmental organizations
Norwegian Refugee Council,Non-governmental organizations
Norwegian University of Life Sciences,Non-governmental organizations
Notre Affaire à Tous,Non-governmental organizations
NPO Tuvalu Overview,Non-governmental organizations
Nuclear Energy Institute,Non-governmental organizations
Nuclear Information and Resource Service,Non-governmental organizations
Nurses Across the Borders,Non-governmental organizations
Observatoire méditerranéen de l'énergie,Non-governmental organizations
Observatoire pour la Protection de l'Environnement et des Monuments Historiques de Tanger,Non-governmental organizations
Oceana Inc.,Non-governmental organizations
"Oeko-Institut (Institute for Applied Ecology e.V.), Berlin",Non-governmental organizations
Oil Change International,Non-governmental organizations
One Sky - Canadian Insitute of Sustainable Living,Non-governmental organizations
OpenTeam,Non-governmental organizations
Organic Consumers Association,Non-governmental organizations
Organisation pour le Respect de l'Environnement dans l'Entreprise,Non-governmental organizations
Oro Verde - Tropical Forest Foundation,Non-governmental organizations
Overseas Development Institute,Non-governmental organizations
"Overseas Environmental Cooperation Center, Japan",Non-governmental organizations
OXFAM International,Non-governmental organizations
Oxford Climate Policy,Non-governmental organizations
P3 Foundation,Non-governmental organizations
Pacific Forest Trust,Non-governmental organizations
PAIRVI Associates,Non-governmental organizations
Pan African Climate Justice Alliance,Non-governmental organizations
ParisTech,Non-governmental organizations
Partenariat Français pour l'Eau,Non-governmental organizations
Partnership for Observation of the Global Oceans Society,Non-governmental organizations
Parvati,Non-governmental organizations
Peace Boat Disaster Relief Volunteer Center,Non-governmental organizations
Pembina Institute for Appropriate Development,Non-governmental organizations
Pennsylvania Environmental Resource Consortium,Non-governmental organizations
Pennsylvania State University,Non-governmental organizations
Peoples' Forum 2001 GWRG,Non-governmental organizations
Plan International,Non-governmental organizations
Planète Amazone,Non-governmental organizations
Plant for the Planet Foundation,Non-governmental organizations
Plymouth Marine Laboratory,Non-governmental organizations
Point Reyes Bird Observatory,Non-governmental organizations
Polar Bears International,Non-governmental organizations
Polish Ecological Club,Non-governmental organizations
Pomona College,Non-governmental organizations
Potsdam Institute for Climate Impact Research,Non-governmental organizations
Practical Action,Non-governmental organizations
Presbyterian Church (U.S.A.),Non-governmental organizations
PRI Association,Non-governmental organizations
Prima Klima - weltweit - e.V.,Non-governmental organizations
Pro-Natura International,Non-governmental organizations
ProClim - Forum for Climate and Global Change,Non-governmental organizations
Project 90 by 2030,Non-governmental organizations
Project Developer Forum Ltd.,Non-governmental organizations
Public Health Institute,Non-governmental organizations
Purdue University - Purdue Climate Change Research Center,Non-governmental organizations
Pusan National University - Marine Research Institute,Non-governmental organizations
PUSH Sweden,Non-governmental organizations
Quaker Earthcare Witness,Non-governmental organizations
R20 - Regions of Climate Action,Non-governmental organizations
Rainforest Alliance,Non-governmental organizations
Rainforest Foundation Norway,Non-governmental organizations
Rainforest Partnership,Non-governmental organizations
Rare,Non-governmental organizations
"Refrigerants, Naturally e.V.",Non-governmental organizations
Regional Environmental Centre for Central Asia,Non-governmental organizations
"Regional Institute of Health, Medicine and Research",Non-governmental organizations
Remote Sensing Technology Center of Japan,Non-governmental organizations
Renewable Energy and Energy Efficiency Partnership,Non-governmental organizations
Renewable Energy Institute,Non-governmental organizations
Renewable Energy Policy Network,Non-governmental organizations
Renewables Grid Initiative e.V.,Non-governmental organizations
Renmin University of China,Non-governmental organizations
"Research and Development Centre, Nepal",Non-governmental organizations
Research Center for Eco-Environmental Sciences in Shanxi,Non-governmental organizations
Research Centre for Sustainable Development,Non-governmental organizations
Research Institute of Innovative Technology for the Earth,Non-governmental organizations
Réseau Action Climat - France,Non-governmental organizations
Réseau Communautaire pour le Pauvre,Non-governmental organizations
Réseau Environnement,Non-governmental organizations
Réseau Français des Etudiants pour le Développement Durable,Non-governmental organizations
Reseau International des Organismes de Bassin,Non-governmental organizations
Resources for the Future,Non-governmental organizations
Responding to Climate Change,Non-governmental organizations
Results Education,Non-governmental organizations
"Reusa Misión Planeta, A.C.",Non-governmental organizations
Rheinische Friedrich-Wilhelms-Universität Bonn,Non-governmental organizations
"Rights and Resources Institute, Inc.",Non-governmental organizations
Rio de Janeiro Environmental Exchange,Non-governmental organizations
"Rockefeller Brothers Fund, Inc.",Non-governmental organizations
"Rockefeller Philanthropy Advisors, Inc.",Non-governmental organizations
Rocky Mountain Institute,Non-governmental organizations
Rosa-Luxemburg-Stiftung-Gesellschaftsanalye und politische Bildung e.V.,Non-governmental organizations
Roundtable on Sustainable Palm Oil,Non-governmental organizations
Rural Development Institute,Non-governmental organizations
Sabanci University,Non-governmental organizations
Sahkar Social Welfare Association,Non-governmental organizations
Saint John's University,Non-governmental organizations
Sasakawa Peace Foundation,Non-governmental organizations
Sauvons Le Climat,Non-governmental organizations
Save the Children International,Non-governmental organizations
School of Environmental Studies Education Foundation,Non-governmental organizations
Seas at Risk,Non-governmental organizations
SeaTrust Institute,Non-governmental organizations
Sentinel Advocacy,Non-governmental organizations
Seoul International Law Academy,Non-governmental organizations
Servicios en Comunicación Intercultural,Non-governmental organizations
Shakti Sustainable Energy Foundation,Non-governmental organizations
Shan Shui Conservation Center,Non-governmental organizations
Shinji Shumeikai,Non-governmental organizations
Sierra Club,Non-governmental organizations
"SILVA, Arbres, Forêts et Sociétes",Non-governmental organizations
Simon Fraser University,Non-governmental organizations
SNV Netherlands Development Organisation,Non-governmental organizations
Società Italiana per le Scienze del Clima,Non-governmental organizations
Society for Peoples Education and Economic Change,Non-governmental organizations
Society for Threatened Peoples International,Non-governmental organizations
Solar Cookers International,Non-governmental organizations
Solar Energy Industries Association,Non-governmental organizations
SOS SAHEL International France,Non-governmental organizations
South African Institute of International Affairs,Non-governmental organizations
South Asian Forum for Environment,Non-governmental organizations
South-South Global Assets and Technology Exchange,Non-governmental organizations
Southern African Confederation of Agricultural Unions,Non-governmental organizations
SouthSouthNorth Projects Africa,Non-governmental organizations
Stanford University,Non-governmental organizations
Stichting Climate Action Network South Asia,Non-governmental organizations
Stichting Global Reporting Initiative,Non-governmental organizations
Stichting Hivos (Humanistisch Instituut voor Ontwikkelingssamenwerking),Non-governmental organizations
Stiftung Mercator Foundation,Non-governmental organizations
Stockholm Environment Institute,Non-governmental organizations
Stockholm International Water Institute,Non-governmental organizations
Stockholm University - Institute for International Economic Studies,Non-governmental organizations
Stop Climate Chaos Scotland,Non-governmental organizations
Student Energy,Non-governmental organizations
Support for Women in Agriculture and Environment,Non-governmental organizations
Sustainable Amazonas Foundation,Non-governmental organizations
Sustainable Business Australia,Non-governmental organizations
Sustainable Development Policy Institute,Non-governmental organizations
Sustainable Energy Africa,Non-governmental organizations
Sustainable Energy for All Association for sustainable Energy,Non-governmental organizations
Sustainable Environmental Development Watch,Non-governmental organizations
Sustainable Markets Foundation - 350.org,Non-governmental organizations
Sustainable Population Australia Inc.,Non-governmental organizations
SustainUS,Non-governmental organizations
Swarthmore College,Non-governmental organizations
Swedish Society for Nature Conservation,Non-governmental organizations
Swedish University of Agricultural Sciences,Non-governmental organizations
Swiss Association for Environmentally Conscious Management,Non-governmental organizations
Swiss Federal Institute of Technology,Non-governmental organizations
Swisscontact,Non-governmental organizations
Taiwan Carbon Capture Storage and Utilization Association,Non-governmental organizations
Taiwan Institute for Sustainable Energy,Non-governmental organizations
Taiwan Research Institute,Non-governmental organizations
TakingITGlobal,Non-governmental organizations
Tanzania Natural Resource Forum,Non-governmental organizations
Tearfund,Non-governmental organizations
Tebtebba Foundation,Non-governmental organizations
Technical University of Denmark,Non-governmental organizations
Technische Universität Darmstadt,Non-governmental organizations
Technology Education Research and Rehabilitation for Environment Policy Centre,Non-governmental organizations
Telecommunication and Transportation Foundation,Non-governmental organizations
The Association for Coastal Ecosystem Services,Non-governmental organizations
The Carbon Trust,Non-governmental organizations
The Climate Group,Non-governmental organizations
The Climate Reality Project,Non-governmental organizations
The Climate Registry,Non-governmental organizations
The Corner House,Non-governmental organizations
The Danish Family Planning Association,Non-governmental organizations
The Energy and Resources Institute,Non-governmental organizations
The Fairtrade Foundation,Non-governmental organizations
The Gaia Foundation,Non-governmental organizations
The Gold Standard Foundation,Non-governmental organizations
The Japan Gas Association,Non-governmental organizations
The Kenya Climate Change Working Group Association,Non-governmental organizations
The Nature Conservancy,Non-governmental organizations
The Rockies Institute Ltd,Non-governmental organizations
The Royal Society,Non-governmental organizations
The Stanley Foundation,Non-governmental organizations
The State University of New York,Non-governmental organizations
The University of Arizona,Non-governmental organizations
The University of British Columbia,Non-governmental organizations
The University of Manchester,Non-governmental organizations
The University of Sheffield,Non-governmental organizations
The Woods Hole Research Center,Non-governmental organizations
TheCompensators,Non-governmental organizations
Third Generation Environmentalism,Non-governmental organizations
Third World Network,Non-governmental organizations
Tianda Institute,Non-governmental organizations
Transparency International,Non-governmental organizations
Transport Research Foundation,Non-governmental organizations
Tropical Forest Group,Non-governmental organizations
Trustees of Tufts College,Non-governmental organizations
"Tsinghua University, Global Climate Change Institute",Non-governmental organizations
"Turkish Foundation for Combating Soil Erosion, for Reforestation and the Protection of the Natural Habitats",Non-governmental organizations
U.S. Climate Action Network,Non-governmental organizations
U.S. Green Building Council,Non-governmental organizations
UiT The Arctic University of Norway,Non-governmental organizations
UNEP - Finance Initiative,Non-governmental organizations
UNICA - Brazilian Sugarcane Industry Association,Non-governmental organizations
Unión de Industriales para Saneamiento Cuencas Matanza Riachuelo y Reconquista,Non-governmental organizations
Unión Industrial Argentina,Non-governmental organizations
Union of Concerned Scientists,Non-governmental organizations
"Union of Public Organizations ""Russian Environmental Congress""",Non-governmental organizations
Unitarian Universalist Association,Non-governmental organizations
United Church of Canada,Non-governmental organizations
United Cities and Local Governments,Non-governmental organizations
United Kingdom Youth Climate Coalition Limited,Non-governmental organizations
United Methodist Church - General Board of Church and Society,Non-governmental organizations
United Mine Workers of America,Non-governmental organizations
United Nations Foundation,Non-governmental organizations
United Nations of Youth Network,Non-governmental organizations
Universidad Politécnica de Cataluña,Non-governmental organizations
Université Cadi Ayyad de Marrakech,Non-governmental organizations
Université de Montréal,Non-governmental organizations
Université Laval,Non-governmental organizations
Université Libre de Bruxelles,Non-governmental organizations
Université Mohammed V de Rabat,Non-governmental organizations
"University College Cork - National University of Ireland, Cork",Non-governmental organizations
University College London,Non-governmental organizations
"University Luigi Bocconi, Institute of Energy and Environment Economics and Policy",Non-governmental organizations
University of Zurich,Non-governmental organizations
University of Adelaide,Non-governmental organizations
University of Antwerp,Non-governmental organizations
University of Bayreuth,Non-governmental organizations
University of California,Non-governmental organizations
University of Cambridge,Non-governmental organizations
University of Cape Town,Non-governmental organizations
University of Cologne,Non-governmental organizations
University of Colorado at Boulder,Non-governmental organizations
University of Copenhagen,Non-governmental organizations
University of East Anglia,Non-governmental organizations
University of Eastern Finland,Non-governmental organizations
University of Edinburgh,Non-governmental organizations
University of Exeter,Non-governmental organizations
"University of Freiburg, Institute of Forest and Environmental Policy",Non-governmental organizations
University of Genoa,Non-governmental organizations
University of Gothenburg,Non-governmental organizations
University of Hamburg,Non-governmental organizations
University of Hawaii,Non-governmental organizations
University of Heidelberg,Non-governmental organizations
University of Iceland,Non-governmental organizations
University of Lapland,Non-governmental organizations
University of Leeds,Non-governmental organizations
University of Leuven,Non-governmental organizations
University of Linköping,Non-governmental organizations
"University of Maastricht, Institute for Transnational Legal Research",Non-governmental organizations
University of Maryland,Non-governmental organizations
University of Melbourne,Non-governmental organizations
University of Michigan,Non-governmental organizations
University of Minnesota,Non-governmental organizations
University of Modena and Reggio Emilia,Non-governmental organizations
University of Nijmegen,Non-governmental organizations
University of North Carolina,Non-governmental organizations
University of Notre Dame du Lac,Non-governmental organizations
University of Oslo,Non-governmental organizations
University of Oxford,Non-governmental organizations
University of Potsdam,Non-governmental organizations
University of Reading,Non-governmental organizations
University of Regina,Non-governmental organizations
University of Sussex - Sussex Energy Group,Non-governmental organizations
University of Technology Malaysia,Non-governmental organizations
University of Texas at Austin,Non-governmental organizations
University of the Sunshine Coast,Non-governmental organizations
University of Toronto,Non-governmental organizations
University of Twente,Non-governmental organizations
University of Vermont,Non-governmental organizations
University of Washington,Non-governmental organizations
Uppsala University,Non-governmental organizations
Vasudha Foundation,Non-governmental organizations
Verband Entwicklungspolitik Deutscher Nichtregierungs Organisationen,Non-governmental organizations
Verified Carbon Standard Association,Non-governmental organizations
Vermont Law School,Non-governmental organizations
Victoria University Wellington,Non-governmental organizations
Vikalp,Non-governmental organizations
Village Reconstruction and Development Project,Non-governmental organizations
Viracao Educommunication,Non-governmental organizations
Virginia Polytechnic Institute and State University,Non-governmental organizations
Wageningen University,Non-governmental organizations
Washington University,Non-governmental organizations
WaterAid,Non-governmental organizations
Watershed Organisation Trust,Non-governmental organizations
WeForest asbl,Non-governmental organizations
Welfare,Non-governmental organizations
Welthungerhilfe,Non-governmental organizations
Wetlands International,Non-governmental organizations
Wildlife Conservation Society,Non-governmental organizations
Winrock International,Non-governmental organizations
Women Environmental Programme,Non-governmental organizations
Women in Europe for a Common Future,Non-governmental organizations
Women Organizing for Change in Agriculture and Natural Resource Management,Non-governmental organizations
Women's Earth and Climate Caucus,Non-governmental organizations
Women's Environment and Development Organization,Non-governmental organizations
Women's International League for Peace and Freedom,Non-governmental organizations
World Alliance of Young Men's Christian Associations,Non-governmental organizations
World Bioenergy Association,Non-governmental organizations
World Business Council for Sustainable Development,Non-governmental organizations
World Coal Association,Non-governmental organizations
World Council of Churches,Non-governmental organizations
World Economic Forum,Non-governmental organizations
World Energy Council,Non-governmental organizations
World Farmers' Organisation,Non-governmental organizations
World Federation of Engineering Organizations,Non-governmental organizations
World Future Council,Non-governmental organizations
"World Green Building Council, Inc.",Non-governmental organizations
World Medical Association,Non-governmental organizations
World Nuclear Association,Non-governmental organizations
World Ocean Network,Non-governmental organizations
World Organization of the Scout Movement,Non-governmental organizations
World Resources Institute,Non-governmental organizations
World Steel Association,Non-governmental organizations
World Vision International,Non-governmental organizations
World Water Council,Non-governmental organizations
World Wind Energy Association,Non-governmental organizations
World Young Women's Christian Association,Non-governmental organizations
"Wuppertal Institute for Climate, Environment and Energy",Non-governmental organizations
WWF,Non-governmental organizations
Xiamen University,Non-governmental organizations
Yale University,Non-governmental organizations
York University,Non-governmental organizations
Young Energy Specialists - Development Cooperation,Non-governmental organizations
Young European Leadership,Non-governmental organizations
Youth Action Environmental Network Lower Saxony,Non-governmental organizations